,time,posEst_J_0,posEst_J_1,posEst_J_2,velEst_J_0,velEst_J_1,velEst_J_2,angRateEst_LI_L_0,angRateEst_LI_L_1,angRateEst_LI_L_2
4300,2150.0,-3972001.789812453,-5668770.256498121,-862753.4624056871,6161.767367592821,-4229.2637162831315,-923.0702226453269,0.0,-0.0010961920853766619,0.0
4301,2150.5,-3968919.7405167255,-5670883.223541086,-863214.7441145955,6164.097981082298,-4225.933682481525,-922.5633290696315,0.0,-0.0010961930398701626,0.0
4302,2151.0,-3965836.526829524,-5672994.524961569,-863675.7722435334,6166.426763817778,-4222.602437844331,-922.056169178945,0.0,-0.001096193994351268,0.0
4303,2151.5,-3962752.1496665436,-5675104.160154643,-864136.5466594186,6168.753715163532,-4219.269983348609,-921.548743123466,0.0,-0.0010961949488199861,0.0
4304,2152.0,-3959666.6099437973,-5677212.128515864,-864597.0672292437,6171.07883448436,-4215.936319971708,-921.0410510534608,0.0,-0.0010961959032763275,0.0
4305,2152.5,-3956579.908577615,-5679318.429441282,-865057.3338200767,6173.402121145584,-4212.601448691275,-920.5330931192627,0.0,-0.0010961968577203032,0.0
4306,2153.0,-3953492.046484643,-5681423.062327433,-865517.3462990605,6175.723574513051,-4209.265370485251,-920.0248694712722,0.0,-0.001096197812151921,0.0
4307,2153.5,-3950403.024581846,-5683526.0265713455,-865977.1045334137,6178.0431939531345,-4205.928086331868,-919.5163802599567,0.0,-0.0010961987665711926,0.0
4308,2154.0,-3947312.843786503,-5685627.321570533,-866436.6083904296,6180.360978832732,-4202.589597209654,-919.007625635851,0.0,-0.0010961997209781274,0.0
4309,2154.5,-3944221.505016212,-5687726.946723002,-866895.8577374773,6182.676928519267,-4199.24990409743,-918.4986057495568,0.0,-0.001096200675372736,0.0
4310,2155.0,-3941129.009188885,-5689824.901427246,-867354.8524420009,6184.991042380689,-4195.909007974309,-917.9893207517424,0.0,-0.0010962016297550244,0.0
4311,2155.5,-3938035.3572227503,-5691921.185082249,-867813.5923715201,6187.303319785471,-4192.566909819698,-917.4797707931436,0.0,-0.001096202584125007,0.0
4312,2156.0,-3934940.550036352,-5694015.797087486,-868272.0773936298,6189.613760102615,-4189.223610613295,-916.969956024563,0.0,-0.0010962035384826931,0.0
4313,2156.5,-3931844.5885485495,-5696108.73684292,-868730.3073760006,6191.922362701645,-4185.879111335093,-916.4598765968695,0.0,-0.0010962044928280918,0.0
4314,2157.0,-3928747.4736785167,-5698200.0037490055,-869188.2821863783,6194.229126952614,-4182.533412965374,-915.9495326609996,0.0,-0.0010962054471612122,0.0
4315,2157.5,-3925649.206345742,-5700289.597206688,-869646.0016925841,6196.534052226099,-4179.186516484713,-915.4389243679559,0.0,-0.0010962064014820648,0.0
4316,2158.0,-3922549.787470029,-5702377.516617401,-870103.4657625153,6198.837137893205,-4175.838422873977,-914.9280518688081,0.0,-0.0010962073557906607,0.0
4317,2158.5,-3919449.217971496,-5704463.761383071,-870560.6742641443,6201.138383325561,-4172.4891331143235,-914.4169153146923,0.0,-0.0010962083100870084,0.0
4318,2159.0,-3916347.498770573,-5706548.330906113,-871017.627065519,6203.437787895325,-4169.1386481872005,-913.9055148568117,0.0,-0.0010962092643711182,0.0
4319,2159.5,-3913244.630788006,-5708631.224589435,-871474.3240347633,6205.735350975178,-4165.786969074347,-913.3938506464355,0.0,-0.0010962102186430002,0.0
4320,2160.0,-3910140.614944853,-5710712.441836435,-871930.7650400766,6208.031071938332,-4162.434096757794,-912.8819228348998,0.0,-0.0010962111729026652,0.0
4321,2160.5,-3907035.4521624856,-5712791.982051003,-872386.949949734,6210.324950158522,-4159.080032219858,-912.3697315736072,0.0,-0.001096212127150121,0.0
4322,2161.0,-3903929.1433625882,-5714869.844637518,-872842.8786320864,6212.616985010012,-4155.724776443151,-911.8572770140266,0.0,-0.0010962130813853797,0.0
4323,2161.5,-3900821.689467158,-5716946.029000853,-873298.5509555604,6214.907175867592,-4152.368330410572,-911.3445593076935,0.0,-0.0010962140356084484,0.0
4324,2162.0,-3897713.0913985046,-5719020.534546372,-873753.9667886583,6217.195522106577,-4149.0106951053085,-910.8315786062097,0.0,-0.0010962149898193414,0.0
4325,2162.5,-3894603.3500792487,-5721093.360679929,-874209.1259999584,6219.482023102814,-4145.651871510839,-910.3183350612433,0.0,-0.001096215944018065,0.0
4326,2163.0,-3891492.466432324,-5723164.506807872,-874664.0284581148,6221.766678232673,-4142.291860610928,-909.8048288245286,0.0,-0.0010962168982046317,0.0
4327,2163.5,-3888380.441380976,-5725233.972337041,-875118.6740318576,6224.049486873054,-4138.930663389631,-909.2910600478665,0.0,-0.001096217852379049,0.0
4328,2164.0,-3885267.27584876,-5727301.756674767,-875573.0625899928,6226.3304484013825,-4135.568280831292,-908.7770288831236,0.0,-0.0010962188065413287,0.0
4329,2164.5,-3882152.970759543,-5729367.859228873,-876027.1940014021,6228.609562195613,-4132.2047139205415,-908.2627354822332,0.0,-0.0010962197606914788,0.0
4330,2165.0,-3879037.5270375037,-5731432.279407675,-876481.0681350436,6230.886827634227,-4128.839963642297,-907.7481799971944,0.0,-0.0010962207148295122,0.0
4331,2165.5,-3875920.94560713,-5733495.016619983,-876934.6848599511,6233.162244096235,-4125.474030981766,-907.2333625800723,0.0,-0.001096221668955437,0.0
4332,2166.0,-3872803.22739322,-5735556.070275098,-877388.0440452348,6235.435810961173,-4122.106916924441,-906.7182833829982,0.0,-0.0010962226230692624,0.0
4333,2166.5,-3869684.3733208836,-5737615.439782814,-877841.1455600807,6237.707527609107,-4118.738622456102,-906.2029425581694,0.0,-0.0010962235771710025,0.0
4334,2167.0,-3866564.3843155378,-5739673.12455342,-878293.9892737509,6239.977393420631,-4115.369148562818,-905.6873402578491,0.0,-0.0010962245312606624,0.0
4335,2167.5,-3863443.2613029107,-5741729.123997695,-878746.5750555841,6242.245407776868,-4111.99849623094,-905.1714766343664,0.0,-0.001096225485338253,0.0
4336,2168.0,-3860321.00520904,-5743783.437526913,-879198.9027749946,6244.511570059466,-4108.626666447108,-904.6553518401163,0.0,-0.0010962264394037869,0.0
4337,2168.5,-3857197.6169602703,-5745836.064552843,-879650.9723014735,6246.775879650606,-4105.253660198247,-904.1389660275596,0.0,-0.001096227393457272,0.0
4338,2169.0,-3854073.097483257,-5747887.004487744,-880102.7835045877,6249.038335932994,-4101.879478471569,-903.6223193492228,0.0,-0.0010962283474987198,0.0
4339,2169.5,-3850947.4477049625,-5749936.256744372,-880554.3362539808,6251.298938289868,-4098.50412225457,-903.1054119576984,0.0,-0.0010962293015281382,0.0
4340,2170.0,-3847820.668552658,-5751983.820735975,-881005.6304193723,6253.55768610499,-4095.1275925350296,-902.5882440056441,0.0,-0.0010962302555455384,0.0
4341,2170.5,-3844692.7609539223,-5754029.695876298,-881456.6658705585,6255.814578762657,-4091.749890301015,-902.0708156457838,0.0,-0.0010962312095509307,0.0
4342,2171.0,-3841563.7258366416,-5756073.881579574,-881907.4424774117,6258.069615647691,-4088.371016540877,-901.5531270309067,0.0,-0.0010962321635443247,0.0
4343,2171.5,-3838433.56412901,-5758116.377260538,-882357.9601098809,6260.322796145442,-4084.99097224325,-901.0351783138675,0.0,-0.0010962331175257314,0.0
4344,2172.0,-3835302.2767595276,-5760157.182334413,-882808.2186379915,6262.574119641794,-4081.6097583970522,-900.5169696475866,0.0,-0.0010962340714951596,0.0
4345,2172.5,-3832169.8646570025,-5762196.296216921,-883258.2179318452,6264.823585523157,-4078.227375991487,-899.9985011850498,0.0,-0.001096235025452619,0.0
4346,2173.0,-3829036.3287505484,-5764233.718324276,-883707.9578616206,6267.071193176471,-4074.84382601604,-899.4797730793084,0.0,-0.001096235979398121,0.0
4347,2173.5,-3825901.669969586,-5766269.448073188,-884157.4382975725,6269.316941989206,-4071.4591094604807,-898.960785483479,0.0,-0.0010962369333316752,0.0
4348,2174.0,-3822765.889243842,-5768303.484880862,-884606.6591100326,6271.560831349361,-4068.0732273148606,-898.4415385507434,0.0,-0.0010962378872532911,0.0
4349,2174.5,-3819628.987503348,-5770335.828164998,-885055.6201694089,6273.802860645467,-4064.6861805695144,-897.9220324343491,0.0,-0.0010962388411629796,0.0
4350,2175.0,-3816490.965678442,-5772366.477343792,-885504.3213461862,6276.043029266582,-4061.2979702150596,-897.4022672876087,0.0,-0.0010962397950607502,0.0
4351,2175.5,-3813351.824699766,-5774395.4318359345,-885952.7625109261,6278.281336602296,-4057.9085972423954,-896.8822432638998,0.0,-0.001096240748946613,0.0
4352,2176.0,-3810211.5654982687,-5776422.691060612,-886400.9435342668,6280.517782042727,-4054.5180626427027,-896.3619605166654,0.0,-0.0010962417028205775,0.0
4353,2176.5,-3807070.189005202,-5778448.254437506,-886848.8642869232,6282.752364978526,-4051.1263674074444,-895.8414191994135,0.0,-0.0010962426566826545,0.0
4354,2177.0,-3803927.6961521227,-5780472.121386795,-887296.5246396872,6284.985084800873,-4047.7335125283644,-895.3206194657174,0.0,-0.0010962436105328543,0.0
4355,2177.5,-3800784.087870892,-5782494.291329154,-887743.9244634273,6287.215940901478,-4044.339498997487,-894.7995614692153,0.0,-0.0010962445643711875,0.0
4356,2178.0,-3797639.3650936745,-5784514.763685752,-888191.0636290889,6289.444932672582,-4040.9443278071194,-894.2782453636104,0.0,-0.0010962455181976623,0.0
4357,2178.5,-3794493.528752939,-5786533.537878255,-888637.9420076945,6291.672059506956,-4037.547999949847,-893.7566713026708,0.0,-0.0010962464720122897,0.0
4358,2179.0,-3791346.579781457,-5788550.6133288285,-889084.5594703432,6293.897320797905,-4034.150516418537,-893.2348394402297,0.0,-0.0010962474258150803,0.0
4359,2179.5,-3788198.519112303,-5790565.989460129,-889530.9158882111,6296.120715939261,-4030.7518782063353,-892.712749930185,0.0,-0.0010962483796060438,0.0
4360,2180.0,-3785049.347678855,-5792579.665695315,-889977.0111325516,6298.342244325388,-4027.3520863066688,-892.1904029264996,0.0,-0.00109624933338519,0.0
4361,2180.5,-3781899.066414794,-5794591.641458038,-890422.8450746947,6300.561905351182,-4023.9511417132435,-891.6677985832009,0.0,-0.0010962502871525292,0.0
4362,2181.0,-3778747.6762541016,-5796601.916172449,-890868.4175860478,6302.7796984120705,-4020.549045420044,-891.1449370543814,0.0,-0.0010962512409080716,0.0
4363,2181.5,-3775595.1781310625,-5798610.489263194,-891313.728538095,6304.995622904011,-4017.1457984213343,-890.6218184941981,0.0,-0.0010962521946518275,0.0
4364,2182.0,-3772441.5729802637,-5800617.3601554185,-891758.7778023978,6307.209678223493,-4013.7414017116566,-890.0984430568727,0.0,-0.0010962531483838058,0.0
4365,2182.5,-3769286.8617365924,-5802622.528274764,-892203.5652505949,6309.421863767538,-4010.3358562858325,-889.5748108966916,0.0,-0.0010962541021040184,0.0
4366,2183.0,-3766131.0453352374,-5804625.9930473715,-892648.0907544018,6311.632178933698,-4006.9291631389606,-889.0509221680056,0.0,-0.0010962550558124744,0.0
4367,2183.5,-3762974.124711689,-5806627.753899876,-893092.3541856116,6313.840623120058,-4003.521323266418,-888.5267770252301,0.0,-0.001096256009509185,0.0
4368,2184.0,-3759816.1008017384,-5808627.810259413,-893536.3554160944,6316.047195725235,-4000.1123376638593,-888.0023756228451,0.0,-0.001096256963194158,0.0
4369,2184.5,-3756656.974541476,-5810626.161553616,-893980.0943177978,6318.2518961483765,-3996.702207327216,-887.4777181153949,0.0,-0.001096257916867406,0.0
4370,2185.0,-3753496.7468672935,-5812622.807210615,-894423.5707627464,6320.454723789163,-3993.2909332526974,-886.9528046574883,0.0,-0.0010962588705289375,0.0
4371,2185.5,-3750335.4187158816,-5814617.74665904,-894866.7846230423,6322.655678047808,-3989.878516436789,-886.4276354037984,0.0,-0.0010962598241787637,0.0
4372,2186.0,-3747172.9910242315,-5816610.97932802,-895309.7357708651,6324.854758325055,-3986.4649578762533,-885.9022105090626,0.0,-0.0010962607778168937,0.0
4373,2186.5,-3744009.464729633,-5818602.504647178,-895752.4240784716,6327.051964022182,-3983.0502585681284,-885.3765301280827,0.0,-0.0010962617314433385,0.0
4374,2187.0,-3740844.840769676,-5820592.32204664,-896194.849418196,6329.247294540999,-3979.634419509729,-884.8505944157245,0.0,-0.001096262685058108,0.0
4375,2187.5,-3737679.1200822475,-5822580.430957031,-896637.0116624503,6331.440749283849,-3976.217441698645,-884.3244035269182,0.0,-0.001096263638661211,0.0
4376,2188.0,-3734512.303605535,-5824566.830809473,-897078.9106837235,6333.632327653606,-3972.7993261327424,-883.7979576166581,0.0,-0.0010962645922526618,0.0
4377,2188.5,-3731344.392278023,-5826551.521035587,-897520.5463545825,6335.822029053678,-3969.380073810162,-883.2712568400026,0.0,-0.0010962655458324646,0.0
4378,2189.0,-3728175.387038495,-5828534.501067495,-897961.9185476718,6338.009852888007,-3965.959685729319,-882.744301352074,0.0,-0.0010962664994006344,0.0
4379,2189.5,-3725005.288826031,-5830515.770337815,-898403.027135713,6340.195798561066,-3962.5381628889045,-882.2170913080588,0.0,-0.0010962674529571784,0.0
4380,2190.0,-3721834.09858001,-5832495.328279668,-898843.8719915061,6342.379865477863,-3959.115506287883,-881.6896268632074,0.0,-0.001096268406502109,0.0
4381,2190.5,-3718661.8172401064,-5834473.174326674,-899284.452987928,6344.562053043937,-3955.6917169254934,-881.1619081728343,0.0,-0.0010962693600354353,0.0
4382,2191.0,-3715488.4457462938,-5836449.307912951,-899724.7699979336,6346.742360665363,-3952.2667958012485,-880.6339353923175,0.0,-0.0010962703135571667,0.0
4383,2191.5,-3712313.9850388407,-5838423.7284731185,-900164.8228945559,6348.920787748747,-3948.8407439149346,-880.1057086770992,0.0,-0.0010962712670673145,0.0
4384,2192.0,-3709138.4360583127,-5840396.435442295,-900604.6115509049,6351.09733370123,-3945.4135622666113,-879.5772281826852,0.0,-0.0010962722205658877,0.0
4385,2192.5,-3705961.7997455713,-5842367.428256099,-901044.135840169,6353.271997930487,-3941.9852518566117,-879.0484940646451,0.0,-0.001096273174052898,0.0
4386,2193.0,-3702784.0770417745,-5844336.706350651,-901483.3956356142,6355.4447798447245,-3938.555813685541,-878.5195064786122,0.0,-0.0010962741275283563,0.0
4387,2193.5,-3699605.2688883753,-5846304.26916257,-901922.3908105842,6357.615678852687,-3935.1252487542774,-877.9902655802838,0.0,-0.0010962750809922698,0.0
4388,2194.0,-3696425.3762271223,-5848270.116128977,-902361.1212385008,6359.784694363649,-3931.693558063971,-877.4607715254202,0.0,-0.00109627603444465,0.0
